bank_name,transaction_date,year,month_num,month_name,debit_transactions,debit_amount,credit_transactions,credit_amount,total_transactions,total_amount,avg_debit_ticket_size,avg_credit_ticket_size,net_amount_flow,mom_amount_growth_pct,yoy_amount_growth_pct,rolling_3m_avg_amount,market_share_pct,overall_bank_rank,debit_credit_txn_ratio,debit_credit_amount_ratio
KANGRA CO-OP BANK,2017-04-01,2017,4,April,3009,1245.536,8059,198.035,11068,1443.571,0.4139368560983715,0.0245731480332547,-1047.501,77.52,101.75,1313.24,0.0059,184,0.373,6.289
KANGRA CO-OP BANK,2017-05-01,2017,5,May,3271,390.556,8735,223.281,12006,613.837,0.1193995719963313,0.0255616485403548,-167.27499999999998,-57.48,21.01,956.86,0.0025,184,0.374,1.749
KANGRA CO-OP BANK,2017-06-01,2017,6,June,3122,360.34,8479,252.946,11601,613.286,0.1154196028187059,0.0298320556669418,-107.39399999999998,-0.09,25.57,890.23,0.0024,184,0.368,1.425
KANGRA CO-OP BANK,2017-07-01,2017,7,July,3210,639.018,8636,227.4,11846,866.418,0.1990710280373832,0.0263316350162112,-411.61800000000005,41.27,131.37,697.85,0.0036,184,0.372,2.81
KANGRA CO-OP BANK,2017-08-01,2017,8,August,3696,363.052,8817,264.296,12513,627.348,0.0982283549783549,0.029975728705909,-98.75600000000004,-27.59,26.07,702.35,0.0025,184,0.419,1.374
KANGRA CO-OP BANK,2017-09-01,2017,9,September,3663,373.325,9077,243.411,12740,616.736,0.1019178269178269,0.0268162388454335,-129.914,-1.69,27.48,703.5,0.0022,184,0.404,1.534
KANGRA CO-OP BANK,2017-10-01,2017,10,October,3940,673.922,9591,279.87,13531,953.792,0.171046192893401,0.0291804817015952,-394.052,54.65,65.86,732.63,0.0034,184,0.411,2.408
KANGRA CO-OP BANK,2017-11-01,2017,11,November,3680,318.844,9717,267.938,13397,586.7819999999999,0.0866423913043478,0.0275741483997118,-50.906000000000006,-38.48,10.87,719.1,0.0021,184,0.379,1.19
KANGRA CO-OP BANK,2017-12-01,2017,12,December,3603,440.169,9952,303.544,13555,743.713,0.1221673605328892,0.0305008038585209,-136.625,26.74,26.69,761.43,0.0024,184,0.362,1.45
KANGRA CO-OP BANK,2018-01-01,2018,1,January,3678,563.24,10379,325.322,14057,888.562,0.1531375747688961,0.0313442528181905,-237.918,19.48,-23.27,739.69,0.0029,184,0.354,1.731
KANGRA CO-OP BANK,2018-02-01,2018,2,February,3595,473.007,10080,335.506,13675,808.5129999999999,0.1315735744089012,0.0332843253968253,-137.50100000000003,-9.01,-51.96,813.6,0.0027,184,0.357,1.41
KANGRA CO-OP BANK,2018-03-01,2018,3,March,4171,569.496,12131,450.485,16302,1019.981,0.136537041476864,0.037135025966532,-119.01099999999995,26.16,25.43,905.69,0.0023,184,0.344,1.264
KANGRA CO-OP BANK,2018-04-01,2018,4,April,3855,680.336,10508,351.153,14363,1031.489,0.1764814526588845,0.0334176817662733,-329.183,1.13,-28.55,953.33,0.0032,184,0.367,1.937
KANGRA CO-OP BANK,2018-05-01,2018,5,May,4269,546.212,11540,356.557,15809,902.769,0.1279484656828297,0.0308974870017331,-189.655,-12.48,47.07,984.75,0.0026,184,0.37,1.532
KANGRA CO-OP BANK,2018-06-01,2018,6,June,3915,409.3,11084,356.61,14999,765.9100000000001,0.1045466155810983,0.0321734031035727,-52.69,-15.16,24.89,900.06,0.002,184,0.353,1.148
KANGRA CO-OP BANK,2018-07-01,2018,7,July,4200,453.073,11610,385.578,15810,838.651,0.1078745238095238,0.0332108527131782,-67.495,9.5,-3.2,835.78,0.0024,184,0.362,1.175
KANGRA CO-OP BANK,2018-08-01,2018,8,August,4073,483.363,11750,359.768,15823,843.131,0.1186749324821998,0.0306185531914893,-123.59500000000004,0.53,34.4,815.9,0.0023,184,0.347,1.344
KANGRA CO-OP BANK,2018-09-01,2018,9,September,3713,475.351,11510,332.473,15223,807.8240000000001,0.1280234311877188,0.0288855777584708,-142.878,-4.19,30.98,829.87,0.0022,184,0.323,1.43
KANGRA CO-OP BANK,2018-10-01,2018,10,October,4251,848.487,12641,419.006,16892,1267.493,0.1995970359915314,0.0331465865042322,-429.481,56.9,32.89,972.82,0.0033,184,0.336,2.025
KANGRA CO-OP BANK,2018-11-01,2018,11,November,3861,443.843,12260,396.482,16121,840.325,0.1149554519554519,0.0323394779771615,-47.36099999999999,-33.7,43.21,971.88,0.0023,184,0.315,1.119
KANGRA CO-OP BANK,2018-12-01,2018,12,December,3744,430.882,12703,396.846,16447,827.7280000000001,0.1150860042735042,0.0312403369282846,-34.036,-1.5,11.3,978.52,0.0021,184,0.295,1.086
KANGRA CO-OP BANK,2019-01-01,2019,1,January,3918,600.547,13285,430.015,17203,1030.562,0.1532789688616641,0.0323684606699284,-170.53200000000004,24.5,15.98,899.54,0.0026,184,0.295,1.397
KANGRA CO-OP BANK,2019-02-01,2019,2,February,3626,540.718,12523,379.361,16149,920.079,0.1491224489795918,0.0302931406212568,-161.35699999999997,-10.72,13.8,926.12,0.0024,184,0.29,1.425
KANGRA CO-OP BANK,2019-03-01,2019,3,March,4377,638.155,15819,496.422,20196,1134.577,0.1457973497829563,0.0313813768253366,-141.73299999999995,23.31,11.24,1028.41,0.0022,184,0.277,1.286
KANGRA CO-OP BANK,2019-04-01,2019,4,April,4099,693.157,13821,398.105,17920,1091.2620000000002,0.1691039277872651,0.0288043556906157,-295.052,-3.82,5.79,1048.64,0.0027,184,0.297,1.741
KANGRA CO-OP BANK,2019-05-01,2019,5,May,4451,556.485,14292,429.316,18743,985.801,0.1250247135475174,0.0300389028827315,-127.16900000000004,-9.66,9.2,1070.55,0.0023,184,0.311,1.296
KANGRA CO-OP BANK,2019-06-01,2019,6,June,5602,533.7,13029,375.74,18631,909.44,0.0952695465905034,0.0288387443395502,-157.96000000000004,-7.75,18.74,995.5,0.0026,184,0.43,1.42
KANGRA CO-OP BANK,2019-07-01,2019,7,July,5155,494.492,14332,425.509,19487,920.001,0.0959247332686712,0.0296894362266257,-68.983,1.16,9.7,938.41,0.0026,184,0.36,1.162
KANGRA CO-OP BANK,2019-08-01,2019,8,August,4755,525.68,14283,406.95,19038,932.63,0.1105531019978969,0.028491913463558,-118.72999999999996,1.37,10.62,920.69,0.0026,184,0.333,1.292
KANGRA CO-OP BANK,2019-09-01,2019,9,September,4502,455.58,13963,389.27,18465,844.8499999999999,0.101195024433585,0.0278786793668982,-66.31,-9.41,4.58,899.16,0.0023,184,0.322,1.17
KANGRA CO-OP BANK,2019-10-01,2019,10,October,5082,478.97,15250,438.52,20332,917.49,0.0942483274301456,0.0287554098360655,-40.450000000000045,8.6,-27.61,898.32,0.0025,184,0.333,1.092
KANGRA CO-OP BANK,2019-11-01,2019,11,November,4489,469.5,14124,396.84,18613,866.3399999999999,0.1045889953218979,0.0280968564146134,-72.66000000000003,-5.57,3.1,876.23,0.0025,184,0.318,1.183
KANGRA CO-OP BANK,2019-12-01,2019,12,December,4389,450.65,14527,410.53,18916,861.18,0.1026771474139895,0.0282597921112411,-40.120000000000005,-0.6,4.04,881.67,0.0022,184,0.302,1.098
KANGRA CO-OP BANK,2020-01-01,2020,1,January,4509,384.84,15268,444.31,19777,829.15,0.0853493013972055,0.0291007335603877,59.47000000000003,-3.72,-19.54,852.22,0.0021,184,0.295,0.866
KANGRA CO-OP BANK,2020-02-01,2020,2,February,3846,275.91,15135,443.124,18981,719.0340000000001,0.0717394695787831,0.0292780971258671,167.214,-13.28,-21.85,803.12,0.0019,184,0.254,0.623
KANGRA CO-OP BANK,2020-03-01,2020,3,March,4362,340.06,14387,390.61,18749,730.6700000000001,0.0779596515359926,0.0271502050462222,50.55000000000001,1.62,-35.6,759.62,0.0016,184,0.303,0.871
KANGRA CO-OP BANK,2020-04-01,2020,4,April,1961,406.92,6646,158.39,8607,565.31,0.2075063742988271,0.0238323803791754,-248.53000000000003,-22.63,-48.2,671.67,0.0022,184,0.295,2.569
KANGRA CO-OP BANK,2020-05-01,2020,5,May,2667,207.44,8340,239.39,11007,446.83,0.0777802774653168,0.0287038369304556,31.94999999999999,-20.96,-54.67,580.94,0.0015,184,0.32,0.867
KANGRA CO-OP BANK,2020-06-01,2020,6,June,3003,246.39,10930,326.98,13933,573.37,0.082047952047952,0.0299158279963403,80.59000000000003,28.32,-36.95,528.5,0.0015,184,0.275,0.754
KAPOLE BANK,2008-06-01,2008,6,June,0,0.0,16,0.29,16,0.29,0.0,0.018125,0.29,,,0.29,0.0001,208,0.0,0.0
KAPOLE BANK,2008-07-01,2008,7,July,6,0.242,30,0.897,36,1.139,0.0403333333333333,0.0299,0.655,292.76,,0.71,0.0005,208,0.2,0.27
KAPOLE BANK,2008-08-01,2008,8,August,1,0.026,64,1.679,65,1.705,0.026,0.026234375,1.653,49.69,,1.04,0.0007,208,0.016,0.015
KAPOLE BANK,2008-09-01,2008,9,September,3,0.118,70,6.422,73,6.54,0.0393333333333333,0.0917428571428571,6.303999999999999,283.58,,3.13,0.0022,208,0.043,0.018
KAPOLE BANK,2008-10-01,2008,10,October,5,0.126,89,7.838,94,7.964,0.0252,0.088067415730337,7.712,21.77,,5.4,0.0022,208,0.056,0.016
KAPOLE BANK,2008-11-01,2008,11,November,1,0.075,93,4.134,94,4.2090000000000005,0.075,0.0444516129032258,4.059,-47.15,,6.24,0.0013,208,0.011,0.018
KAPOLE BANK,2008-12-01,2008,12,December,0,0.0,107,5.924,107,5.924,0.0,0.0553644859813084,5.924,40.75,,6.03,0.0015,208,0.0,0.0
KAPOLE BANK,2009-01-01,2009,1,January,0,0.0,189,5.588,189,5.588,0.0,0.0295661375661375,5.588,-5.67,,5.24,0.0015,208,0.0,0.0
KAPOLE BANK,2009-02-01,2009,2,February,0,0.0,241,6.587,241,6.587,0.0,0.0273319502074688,6.587,17.88,,6.03,0.0018,208,0.0,0.0
KAPOLE BANK,2009-03-01,2009,3,March,4,0.125,255,5.682,259,5.807,0.03125,0.0222823529411764,5.557,-11.84,,5.99,0.0012,208,0.016,0.022
KAPOLE BANK,2009-04-01,2009,4,April,2,0.02,291,10.605,293,10.625,0.01,0.0364432989690721,10.585,82.97,,7.67,0.0024,208,0.007,0.002
KAPOLE BANK,2009-06-01,2009,6,June,11,0.475,254,10.322,265,10.797,0.0431818181818181,0.0406377952755905,9.847,1.62,,9.08,0.0023,208,0.043,0.046
KAPOLE BANK,2009-07-01,2009,7,July,10,0.248,307,10.697,317,10.945,0.0248,0.034843648208469,10.449,1.37,3674.14,10.79,0.002,208,0.033,0.023
KAPOLE BANK,2009-08-01,2009,8,August,13,0.418,316,10.256,329,10.674,0.0321538461538461,0.0324556962025316,9.838,-2.48,837.14,10.81,0.0019,208,0.041,0.041
KAPOLE BANK,2009-09-01,2009,9,September,12,0.433,334,12.559,346,12.992,0.0360833333333333,0.0376017964071856,12.126,21.72,661.99,11.54,0.0025,208,0.036,0.034
KAPOLE BANK,2009-10-01,2009,10,October,17,0.59,380,19.165,397,19.755,0.0347058823529411,0.0504342105263157,18.575,52.06,202.06,14.47,0.0033,208,0.045,0.031
KAPOLE BANK,2010-01-01,2010,1,January,23,0.771,326,18.235,349,19.006,0.0335217391304347,0.0559355828220858,17.464,-3.79,138.65,17.25,0.003,208,0.071,0.042
KAPOLE BANK,2010-02-01,2010,2,February,28,1.163,340,13.206,368,14.369,0.0415357142857142,0.0388411764705882,12.043,-24.4,241.39,17.71,0.002,208,0.082,0.088
KAPOLE BANK,2010-03-01,2010,3,March,52,2.339,453,15.87,505,18.209,0.0449807692307692,0.0350331125827814,13.531,26.72,207.38,17.19,0.0021,208,0.115,0.147
KAPOLE BANK,2010-04-01,2010,4,April,63,3.179,390,27.02,453,30.199,0.0504603174603174,0.0692820512820512,23.841,65.85,440.43,20.93,0.003,208,0.162,0.118
KAPOLE BANK,2010-05-01,2010,5,May,46,1.78,345,17.916,391,19.696,0.038695652173913,0.0519304347826087,16.136,-34.78,199.01,22.7,0.0018,208,0.133,0.099
KAPOLE BANK,2010-06-01,2010,6,June,57,2.413,362,19.421,419,21.834,0.0423333333333333,0.0536491712707182,17.008,10.85,275.99,23.91,0.0021,208,0.157,0.124
KAPOLE BANK,2010-07-01,2010,7,July,162,2.172,452,29.434,614,31.606,0.0134074074074074,0.0651194690265486,27.262,44.76,197.47,24.38,0.0024,208,0.358,0.074
KAPOLE BANK,2010-08-01,2010,8,August,56,2.635,491,27.301,547,29.936,0.0470535714285714,0.0556028513238289,24.666,-5.28,177.26,27.79,0.0024,208,0.114,0.097
KAPOLE BANK,2010-09-01,2010,9,September,55,2.303,472,18.59,527,20.893,0.0418727272727272,0.0393855932203389,16.287,-30.21,90.89,27.48,0.0017,208,0.117,0.124
KAPOLE BANK,2010-10-01,2010,10,October,74,3.341,609,28.439,683,31.78,0.0451486486486486,0.0466978653530377,25.098,52.11,197.73,27.54,0.002,208,0.122,0.117
KAPOLE BANK,2010-11-01,2010,11,November,147,13.612,624,40.368,771,53.98,0.0925986394557823,0.0646923076923077,26.756,69.86,315.49,35.55,0.0035,208,0.236,0.337
KAPOLE BANK,2010-12-01,2010,12,December,212,20.449,753,46.171,965,66.62,0.0964575471698113,0.0613160690571049,25.722,23.42,237.23,50.79,0.0036,208,0.282,0.443
KAPOLE BANK,2011-01-01,2011,1,January,210,24.852,793,60.332,1003,85.184,0.1183428571428571,0.0760807061790668,35.480000000000004,27.87,348.2,68.59,0.0045,208,0.265,0.412
KAPOLE BANK,2011-02-01,2011,2,February,201,19.861,725,75.562,926,95.423,0.0988109452736318,0.104223448275862,55.70099999999999,12.02,564.09,82.41,0.0053,208,0.277,0.263
KAPOLE BANK,2011-03-01,2011,3,March,246,80.918,1040,65.168,1286,146.086,0.3289349593495935,0.0626615384615384,-15.75,53.09,702.27,108.9,0.0049,208,0.237,1.242
KAPOLE BANK,2011-04-01,2011,4,April,205,21.229,840,74.951,1045,96.18,0.1035560975609756,0.0892273809523809,53.722,-34.16,218.49,112.56,0.0037,208,0.244,0.283
KAPOLE BANK,2011-05-01,2011,5,May,202,24.656,947,51.987,1149,76.643,0.122059405940594,0.05489651531151,27.331000000000003,-20.31,289.13,106.3,0.0033,208,0.213,0.474
KAPOLE BANK,2011-06-01,2011,6,June,238,37.508,1010,61.374,1248,98.882,0.1575966386554622,0.0607663366336633,23.866,29.02,352.88,90.57,0.0037,208,0.236,0.611
KAPOLE BANK,2011-07-01,2011,7,July,191,28.327,1033,66.444,1224,94.771,0.1483089005235602,0.0643213939980639,38.117,-4.16,199.85,90.1,0.0037,208,0.185,0.426
KAPOLE BANK,2011-08-01,2011,8,August,238,19.528,1083,53.216,1321,72.744,0.0820504201680672,0.0491375807940904,33.688,-23.24,143.0,88.8,0.003,208,0.22,0.367
KAPOLE BANK,2011-09-01,2011,9,September,280,37.096,1139,58.604,1419,95.7,0.1324857142857142,0.0514521510096575,21.508000000000003,31.56,358.05,87.74,0.0035,208,0.246,0.633
KAPOLE BANK,2011-10-01,2011,10,October,306,45.229,1218,72.22,1524,117.449,0.1478071895424836,0.0592939244663382,26.991,22.73,269.57,95.3,0.0041,208,0.251,0.626
KAPOLE BANK,2011-11-01,2011,11,November,358,149.271,1239,56.84,1597,206.111,0.4169581005586592,0.0458757062146892,-92.43099999999998,75.49,281.83,139.75,0.0076,208,0.289,2.626
KAPOLE BANK,2011-12-01,2011,12,December,404,66.128,1310,67.268,1714,133.39600000000002,0.1636831683168317,0.0513496183206106,1.1400000000000006,-35.28,100.23,152.32,0.0042,208,0.308,0.983
KAPOLE BANK,2012-01-01,2012,1,January,365,89.379,1427,82.093,1792,171.472,0.2448739726027397,0.0575283812193412,-7.286000000000001,28.54,101.3,170.33,0.005,208,0.256,1.089
KAPOLE BANK,2012-02-01,2012,2,February,359,33.343,1461,95.968,1820,129.311,0.0928774373259053,0.0656865160848733,62.625,-24.59,35.51,144.73,0.0037,208,0.246,0.347
KAPOLE BANK,2012-03-01,2012,3,March,518,77.777,1847,141.582,2365,219.359,0.1501486486486486,0.076655116404981,63.80499999999999,69.64,50.16,173.38,0.0046,208,0.28,0.549
KAPOLE BANK,2012-04-01,2012,4,April,458,47.672,1574,98.17,2032,145.84199999999998,0.1040873362445414,0.0623697585768742,50.498000000000005,-33.51,51.63,164.84,0.0037,208,0.291,0.486
KAPOLE BANK,2012-05-01,2012,5,May,509,44.818,1767,104.921,2276,149.739,0.0880510805500982,0.0593780418788907,60.10300000000001,2.67,95.37,171.65,0.0038,208,0.288,0.427
KAPOLE BANK,2012-06-01,2012,6,June,439,39.232,1915,310.138,2354,349.37,0.0893667425968109,0.161951958224543,270.90599999999995,133.32,253.32,214.98,0.0084,208,0.229,0.126
KAPOLE BANK,2012-07-01,2012,7,July,538,46.547,2300,141.573,2838,188.12,0.0865185873605947,0.0615534782608695,95.026,-46.15,98.5,229.08,0.0045,208,0.234,0.329
KAPOLE BANK,2012-08-01,2012,8,August,499,66.831,2402,143.182,2901,210.013,0.1339298597194388,0.059609492089925,76.35099999999998,11.64,188.7,249.17,0.005,208,0.208,0.467
KAPOLE BANK,2012-09-01,2012,9,September,525,47.067,2397,137.974,2922,185.041,0.0896514285714285,0.0575611180642469,90.90699999999998,-11.89,93.36,194.39,0.0041,208,0.219,0.341
KAPOLE BANK,2012-10-01,2012,10,October,664,69.934,2810,168.854,3474,238.788,0.1053222891566265,0.0600903914590747,98.92000000000002,29.05,103.31,211.28,0.0047,208,0.236,0.414
KAPOLE BANK,2012-11-01,2012,11,November,602,57.147,2707,175.678,3309,232.825,0.0949285714285714,0.0648976727004063,118.531,-2.5,12.96,218.88,0.0051,208,0.222,0.325
KAPOLE BANK,2012-12-01,2012,12,December,681,72.997,2924,199.266,3605,272.263,0.1071908957415565,0.0681484268125855,126.269,16.94,104.1,247.96,0.0051,208,0.233,0.366
KAPOLE BANK,2013-01-01,2013,1,January,747,94.284,3199,201.874,3946,296.158,0.1262168674698795,0.0631053454204438,107.59,8.78,72.72,267.08,0.0053,208,0.234,0.467
KAPOLE BANK,2013-02-01,2013,2,February,666,72.686,3035,222.449,3701,295.135,0.1091381381381381,0.0732945634266886,149.763,-0.35,128.24,287.85,0.0058,208,0.219,0.327
KAPOLE BANK,2013-03-01,2013,3,March,1126,133.554,3975,282.14,5101,415.694,0.1186092362344582,0.0709786163522012,148.58599999999998,40.85,89.5,335.66,0.0058,208,0.283,0.473
KAPOLE BANK,2013-04-01,2013,4,April,958,113.205,3076,239.365,4034,352.57,0.1181680584551148,0.0778169700910273,126.16,-15.19,141.75,354.47,0.0054,208,0.311,0.473
KAPOLE BANK,2013-05-01,2013,5,May,999,126.327,3415,248.778,4414,375.105,0.1264534534534534,0.0728486090775988,122.451,6.39,150.51,381.12,0.0057,208,0.293,0.508
KAPOLE BANK,2013-06-01,2013,6,June,807,98.356,3283,236.347,4090,334.703,0.1218785625774473,0.0719911666159,137.991,-10.77,-4.2,354.13,0.0051,208,0.246,0.416
KAPOLE BANK,2013-07-01,2013,7,July,929,76.508,3764,270.846,4693,347.354,0.0823552206673842,0.0719569606801275,194.338,3.78,84.64,352.39,0.005,208,0.247,0.282
KAPOLE BANK,2013-08-01,2013,8,August,891,81.445,3653,278.401,4544,359.846,0.091408529741863,0.0762116068984396,196.956,3.6,71.34,347.3,0.0057,208,0.244,0.293
KAPOLE BANK,2013-09-01,2013,9,September,1011,81.246,3748,276.592,4759,357.838,0.0803620178041542,0.0737972251867662,195.346,-0.56,93.38,355.01,0.0052,208,0.27,0.294
KAPOLE BANK,2013-10-01,2013,10,October,1291,349.006,4763,353.632,6054,702.6379999999999,0.2703377226955848,0.0742456435019945,4.626000000000033,96.36,194.25,473.44,0.0091,208,0.271,0.987
KAPOLE BANK,2013-11-01,2013,11,November,781,74.3,3740,301.387,4521,375.687,0.0951344430217669,0.0805847593582887,227.087,-46.53,61.36,478.72,0.0056,208,0.209,0.247
KAPOLE BANK,2013-12-01,2013,12,December,1008,90.144,4127,265.559,5135,355.70300000000003,0.0894285714285714,0.0643467409740731,175.41500000000002,-5.32,30.65,478.01,0.0045,208,0.244,0.339
KAPOLE BANK,2014-01-01,2014,1,January,1142,95.666,4472,313.606,5614,409.272,0.08377057793345,0.0701265652951699,217.94,15.06,38.19,380.22,0.0053,208,0.255,0.305
KAPOLE BANK,2014-02-01,2014,2,February,1055,142.918,4097,303.891,5152,446.809,0.135467298578199,0.0741740297778862,160.973,9.17,51.39,403.93,0.0061,208,0.258,0.47
KAPOLE BANK,2014-03-01,2014,3,March,1412,179.339,5685,466.816,7097,646.155,0.1270106232294617,0.0821136323658751,287.477,44.62,55.44,500.75,0.0061,208,0.248,0.384
KAPOLE BANK,2014-04-01,2014,4,April,1246,112.792,4521,392.968,5767,505.76,0.0905232744783306,0.0869205927892059,280.17600000000004,-21.73,43.45,532.91,0.006,208,0.276,0.287
KAPOLE BANK,2014-05-01,2014,5,May,1339,157.729,4633,359.776,5972,517.505,0.1177961165048543,0.0776550830995035,202.047,2.32,37.96,556.47,0.006,208,0.289,0.438
KAPOLE BANK,2014-06-01,2014,6,June,1544,271.208,4408,438.423,5952,709.6310000000001,0.1756528497409326,0.0994607531760435,167.21499999999995,37.13,112.02,577.63,0.0079,208,0.35,0.619
KAPOLE BANK,2014-07-01,2014,7,July,1226,99.962,4357,316.286,5583,416.248,0.0815350734094616,0.0725926095937571,216.324,-41.34,19.83,547.79,0.0045,208,0.281,0.316
KAPOLE BANK,2014-08-01,2014,8,August,1082,99.591,3984,277.971,5066,377.562,0.092043438077634,0.0697718373493976,178.38,-9.29,4.92,501.15,0.0042,208,0.272,0.358
KAPOLE BANK,2014-09-01,2014,9,September,1186,163.795,5452,324.603,6638,488.398,0.1381070826306913,0.0595383345561261,160.80800000000002,29.36,36.49,427.4,0.0045,208,0.218,0.505
KAPOLE BANK,2014-10-01,2014,10,October,1147,116.282,4600,350.656,5747,466.938,0.1013792502179598,0.0762295652173913,234.374,-4.39,-33.55,444.3,0.0049,208,0.249,0.332
KAPOLE BANK,2014-11-01,2014,11,November,1124,80.451,4308,277.375,5432,357.826,0.0715756227758007,0.0643860259981429,196.924,-23.37,-4.75,437.72,0.0039,208,0.261,0.29
KAPOLE BANK,2014-12-01,2014,12,December,1214,110.936,5026,319.353,6240,430.289,0.0913805601317957,0.0635401910067648,208.417,20.25,20.97,418.35,0.0039,208,0.242,0.347
KAPOLE BANK,2015-01-01,2015,1,January,1072,80.485,4686,250.308,5758,330.793,0.0750792910447761,0.053416133162612,169.82299999999998,-23.12,-19.18,372.97,0.0033,208,0.229,0.322
KAPOLE BANK,2015-02-01,2015,2,February,1033,80.33,4391,271.48,5424,351.81,0.0777637947725072,0.0618264632202231,191.15000000000003,6.35,-21.26,370.96,0.0035,208,0.235,0.296
KAPOLE BANK,2015-03-01,2015,3,March,1310,134.317,6114,365.925,7424,500.242,0.1025320610687023,0.0598503434739941,231.608,42.19,-22.58,394.28,0.0035,208,0.214,0.367
KAPOLE BANK,2015-04-01,2015,4,April,988,69.644,4129,355.541,5117,425.185,0.0704898785425101,0.0861082586582707,285.897,-15.0,-15.93,425.75,0.0035,208,0.239,0.196
KAPOLE BANK,2015-05-01,2015,5,May,957,88.28,4293,275.658,5250,363.938,0.0922466039707419,0.0642110412299091,187.378,-14.4,-29.67,429.79,0.0033,208,0.223,0.32
KAPOLE BANK,2015-06-01,2015,6,June,1013,129.638,4600,276.623,5613,406.261,0.1279743336623889,0.0601354347826086,146.985,11.63,-42.75,398.46,0.0032,208,0.22,0.469
KAPOLE BANK,2015-07-01,2015,7,July,1090,75.283,4739,274.021,5829,349.30400000000003,0.0690669724770642,0.0578225364000844,198.738,-14.02,-16.08,373.17,0.0028,208,0.23,0.275
KAPOLE BANK,2015-08-01,2015,8,August,987,77.73,4636,257.483,5623,335.213,0.0787537993920972,0.0555399050905953,179.753,-4.03,-11.22,363.59,0.0027,208,0.213,0.302
KAPOLE BANK,2015-09-01,2015,9,September,1000,71.411,4436,269.106,5436,340.517,0.071411,0.0606641118124436,197.695,1.58,-30.28,341.68,0.0025,208,0.225,0.265
KAPOLE BANK,2015-10-01,2015,10,October,1142,72.185,5150,301.404,6292,373.589,0.0632092819614711,0.0585250485436893,229.219,9.71,-19.99,349.77,0.0027,208,0.222,0.239
KAPOLE BANK,2015-11-01,2015,11,November,995,65.46,4602,273.746,5597,339.206,0.065788944723618,0.0594841373315949,208.286,-9.2,-5.2,351.1,0.0027,208,0.216,0.239
KAPOLE BANK,2015-12-01,2015,12,December,1122,99.614,5948,361.933,7070,461.547,0.0887825311942959,0.0608495292535306,262.319,36.07,7.26,391.45,0.0028,208,0.189,0.275
KAPOLE BANK,2016-01-01,2016,1,January,1086,74.697,4677,283.426,5763,358.123,0.0687817679558011,0.0605999572375454,208.729,-22.41,8.26,386.29,0.0025,208,0.232,0.264
KAPOLE BANK,2016-02-01,2016,2,February,1072,70.842,5688,330.859,6760,401.701,0.0660839552238806,0.0581678973277074,260.017,12.17,14.18,407.12,0.0028,208,0.188,0.214
KAPOLE BANK,2016-03-01,2016,3,March,1499,154.292,6877,471.379,8376,625.671,0.1029299533022014,0.0685442780282099,317.087,55.76,25.07,461.83,0.0031,208,0.218,0.327
KAPOLE BANK,2016-04-01,2016,4,April,1147,76.582,4752,289.19,5899,365.772,0.0667672188317349,0.0608564814814814,212.608,-41.54,-13.97,464.38,0.0022,208,0.241,0.265
KAPOLE BANK,2016-05-01,2016,5,May,1144,74.5,4710,256.379,5854,330.879,0.0651223776223776,0.0544329087048832,181.879,-9.54,-9.08,440.77,0.0021,208,0.243,0.291
KAPOLE BANK,2016-06-01,2016,6,June,1158,80.144,6512,325.902,7670,406.046,0.0692089810017271,0.0500463759213759,245.758,22.72,-0.05,367.57,0.0023,208,0.178,0.246
KAPOLE BANK,2016-07-01,2016,7,July,1130,82.556,4857,270.527,5987,353.083,0.073058407079646,0.0556983734815729,187.971,-13.04,1.08,363.34,0.0022,208,0.233,0.305
KAPOLE BANK,2016-08-01,2016,8,August,1232,74.856,6689,273.524,7921,348.38,0.0607597402597402,0.0408916130961279,198.668,-1.33,3.93,369.17,0.002,208,0.184,0.274
KAPOLE BANK,2016-09-01,2016,9,September,1199,85.966,5108,263.345,6307,349.31100000000004,0.0716980817347789,0.0515554032889585,177.37900000000002,0.27,2.58,350.26,0.0018,208,0.235,0.326
KAPOLE BANK,2016-10-01,2016,10,October,1333,83.407,5763,266.31,7096,349.717,0.0625708927231808,0.0462103071317022,182.903,0.12,-6.39,349.14,0.0018,208,0.231,0.313
KAPOLE BANK,2016-11-01,2016,11,November,1323,107.575,6141,212.543,7464,320.118,0.0813114134542705,0.0346104868913857,104.968,-8.46,-5.63,339.72,0.0018,208,0.215,0.506
KAPOLE BANK,2016-12-01,2016,12,December,1515,111.453,6050,229.694,7565,341.147,0.0735663366336633,0.0379659504132231,118.241,6.57,-26.09,336.99,0.0015,208,0.25,0.485
KAPOLE BANK,2017-01-01,2017,1,January,1414,104.09,6548,249.884,7962,353.974,0.0736138613861386,0.0381618814905314,145.79399999999998,3.76,-1.16,338.41,0.0016,208,0.216,0.417
KAPOLE BANK,2017-02-01,2017,2,February,1283,75.51,6665,305.57,7948,381.08,0.0588542478565861,0.0458469617404351,230.06,7.66,-5.13,358.73,0.0018,208,0.192,0.247
KAPOLE BANK,2017-03-01,2017,3,March,1639,173.979,9093,484.503,10732,658.482,0.1061494813910921,0.0532830748927746,310.524,72.79,5.24,464.51,0.002,208,0.18,0.359
KARAD URBAN CO-OP BANK,2011-06-01,2011,6,June,0,0.0,21,1.521,21,1.521,0.0,0.0724285714285714,1.521,,,1.52,0.0001,110,0.0,0.0
