bank_name,transaction_date,year,month_num,month_name,debit_transactions,debit_amount,credit_transactions,credit_amount,total_transactions,total_amount,avg_debit_ticket_size,avg_credit_ticket_size,net_amount_flow,mom_amount_growth_pct,yoy_amount_growth_pct,rolling_3m_avg_amount,market_share_pct,overall_bank_rank,debit_credit_txn_ratio,debit_credit_amount_ratio
BANK OF MAHARASHTRA,2017-07-01,2017,7,July,942268,61328.659,1995762,102362.816,2938030,163691.475,0.0650862164479744,0.0512900917043214,41034.15700000001,-9.24,34.53,174102.17,0.6814,30,0.472,0.599
BANK OF MAHARASHTRA,2017-08-01,2017,8,August,950065,69104.891,1962718,111583.198,2912783,180688.089,0.0727370137832674,0.0568513653005678,42478.307,10.38,40.23,174910.55,0.7227,30,0.484,0.619
BANK OF MAHARASHTRA,2017-09-01,2017,9,September,966193,55155.232,2181768,108654.913,3147961,163810.14500000002,0.0570851082547689,0.0498013138885527,53499.681,-9.34,43.53,169396.57,0.5775,30,0.443,0.508
BANK OF MAHARASHTRA,2017-10-01,2017,10,October,1092143,60215.39,2172929,121708.836,3265072,181924.226,0.0551350784649995,0.0560114186887836,61493.446,11.06,37.25,175474.15,0.6567,30,0.503,0.495
BANK OF MAHARASHTRA,2017-11-01,2017,11,November,1002988,64690.714,2041787,116878.302,3044775,181569.016,0.0644979939939461,0.0572431414246441,52187.588,-0.2,58.36,175767.8,0.6539,30,0.491,0.553
BANK OF MAHARASHTRA,2017-12-01,2017,12,December,1038214,63329.462,2191841,119254.949,3230055,182584.411,0.0609984665974452,0.054408576625768,55925.487,0.56,14.86,182025.88,0.5786,30,0.474,0.531
BANK OF MAHARASHTRA,2018-01-01,2018,1,January,1093672,81931.867,2352694,122250.029,3446366,204181.896,0.0749144780153464,0.0519617209037809,40318.162,11.83,14.53,189445.11,0.664,30,0.465,0.67
BANK OF MAHARASHTRA,2018-02-01,2018,2,February,1053756,78977.525,2044511,117376.0,3098267,196353.525,0.0749485886675852,0.057410304958007,38398.475000000006,-3.83,43.87,194373.28,0.6614,30,0.515,0.673
BANK OF MAHARASHTRA,2018-03-01,2018,3,March,1249315,109149.298,2574190,180776.9,3823505,289926.198,0.0873673156889975,0.070226712091959,71627.602,47.66,26.74,230153.87,0.6431,30,0.485,0.604
BANK OF MAHARASHTRA,2018-04-01,2018,4,April,1148538,120054.904,2343282,142414.568,3491820,262469.472,0.1045284561764608,0.0607756847020546,22359.664000000004,-9.47,50.1,249583.06,0.8038,30,0.49,0.843
BANK OF MAHARASHTRA,2018-05-01,2018,5,May,1109368,95037.684,2154248,120481.172,3263616,215518.856,0.0856683120479408,0.0559272525725914,25443.48800000001,-17.89,20.9,255971.51,0.6283,30,0.515,0.789
BANK OF MAHARASHTRA,2018-06-01,2018,6,June,1268083,88786.162,2472069,125072.312,3740152,213858.474,0.0700160494226324,0.0505941832529755,36286.15000000001,-0.77,18.58,230615.6,0.5623,30,0.513,0.71
BANK OF MAHARASHTRA,2018-07-01,2018,7,July,1185130,80309.75,2407065,141160.649,3592195,221470.399,0.06776450684735,0.0586443029166225,60850.899000000005,3.56,35.3,216949.24,0.6393,30,0.492,0.569
BANK OF MAHARASHTRA,2018-08-01,2018,8,August,1080927,96946.953,2320698,138004.175,3401625,234951.128,0.0896887144090211,0.0594666669252095,41057.222,6.09,30.03,223426.67,0.6278,30,0.466,0.702
BANK OF MAHARASHTRA,2018-09-01,2018,9,September,1079518,98249.22,2355892,127510.0,3435410,225759.22,0.0910121183713472,0.0541238732505564,29260.78,-3.91,37.82,227393.58,0.6266,30,0.458,0.771
BANK OF MAHARASHTRA,2018-10-01,2018,10,October,1231670,80250.759,2688445,133913.125,3920115,214163.884,0.0651560555993082,0.049810624729165,53662.366,-5.14,17.72,224958.08,0.5569,30,0.458,0.599
BANK OF MAHARASHTRA,2018-11-01,2018,11,November,1120727,74374.631,2454030,117474.709,3574757,191849.34,0.0663628439396927,0.0478701193546941,43100.07800000001,-10.42,5.66,210590.81,0.5257,30,0.457,0.633
BANK OF MAHARASHTRA,2018-12-01,2018,12,December,1118465,82672.046,2433651,132253.455,3552116,214925.501,0.0739156307975663,0.054343640480907,49581.40899999999,12.03,17.71,206979.57,0.5491,30,0.46,0.625
BANK OF MAHARASHTRA,2019-01-01,2019,1,January,1229813,97066.226,2568558,141616.676,3798371,238682.902,0.0789276304608912,0.0551347004817489,44550.45000000001,11.05,16.9,215152.58,0.6069,30,0.479,0.685
BANK OF MAHARASHTRA,2019-02-01,2019,2,February,1104792,86362.317,2587007,151668.248,3691799,238030.565,0.0781706574631242,0.0586269182881994,65305.931,-0.27,21.23,230546.32,0.6194,30,0.427,0.569
BANK OF MAHARASHTRA,2019-03-01,2019,3,March,1353629,122144.527,3054597,182325.809,4408226,304470.336,0.090234862728266,0.0596889897423457,60181.28200000001,27.91,5.02,260394.6,0.5977,30,0.443,0.67
BANK OF MAHARASHTRA,2019-04-01,2019,4,April,1138705,131037.239,2831312,151018.972,3970017,282056.211,0.1150756684128022,0.0533388662217374,19981.733000000007,-7.36,7.46,274852.37,0.6864,30,0.402,0.868
BANK OF MAHARASHTRA,2019-05-01,2019,5,May,1108115,89003.647,2724624,138508.54,3832739,227512.187,0.0803198648154749,0.0508358364310084,49504.89300000001,-19.34,5.56,271346.24,0.5346,30,0.407,0.643
BANK OF MAHARASHTRA,2019-06-01,2019,6,June,1060109,74502.234,2462642,108107.791,3522751,182610.025,0.0702778997254055,0.043899109574189,33605.557,-19.74,-14.61,230726.14,0.5218,30,0.43,0.689
BANK OF MAHARASHTRA,2019-07-01,2019,7,July,1236088,71948.919,2859392,159471.883,4095480,231420.802,0.0582069553300412,0.0557712559173418,87522.964,26.73,4.49,213847.67,0.6485,30,0.432,0.451
BANK OF MAHARASHTRA,2019-08-01,2019,8,August,1162573,79051.3,2837333,125177.92,3999906,204229.22,0.0679968483699518,0.0441181630777917,46126.62,-11.75,-13.08,206086.68,0.5685,30,0.41,0.632
BANK OF MAHARASHTRA,2019-09-01,2019,9,September,1098878,70386.41,2636148,115706.43,3735026,186092.84,0.0640529794936289,0.0438922359442641,45320.01999999999,-8.88,-17.57,207247.62,0.5136,30,0.417,0.608
BANK OF MAHARASHTRA,2019-10-01,2019,10,October,1341226,71894.99,3292815,134845.25,4634041,206740.24,0.0536039340126123,0.0409513592473309,62950.26,11.1,-3.47,199020.77,0.5555,30,0.407,0.533
BANK OF MAHARASHTRA,2019-11-01,2019,11,November,1143248,71535.4,2672860,131756.05,3816108,203291.45,0.0625720753502302,0.0492940333575271,60220.65,-1.67,5.96,198708.18,0.586,30,0.428,0.543
BANK OF MAHARASHTRA,2019-12-01,2019,12,December,1241343,77867.01,2911626,131666.48,4152969,209533.49,0.0627280372950908,0.045220945272504,53799.470000000016,3.07,-2.51,206521.73,0.5394,30,0.426,0.591
BANK OF MAHARASHTRA,2020-01-01,2020,1,January,1239232,83791.11,3359184,143657.1,4598416,227448.21,0.0676153537029386,0.042765475186831,59865.990000000005,8.55,-4.71,213424.38,0.5894,30,0.369,0.583
BANK OF MAHARASHTRA,2020-02-01,2020,2,February,1221547,87457.16,3241112,162711.444,4462659,250168.604,0.0715954113922755,0.0502023515386077,75254.28399999999,9.99,5.1,229050.1,0.6687,30,0.377,0.537
BANK OF MAHARASHTRA,2020-03-01,2020,3,March,1205036,99924.34,3051598,161117.95,4256634,261042.29,0.0829222861391692,0.0527978947423612,61193.610000000015,4.35,-14.26,246219.7,0.5715,30,0.395,0.62
BANK OF MAHARASHTRA,2020-04-01,2020,4,April,859217,37299.35,2359658,78126.51,3218875,115425.86,0.0434108612841691,0.0331092514254184,40827.16,-55.78,-59.08,208878.92,0.4418,30,0.364,0.477
BANK OF MAHARASHTRA,2020-05-01,2020,5,May,1027966,55075.8,2470695,103841.92,3498661,158917.72,0.0535774529507785,0.0420294370612317,48766.12,37.68,-30.15,178461.96,0.5363,30,0.416,0.53
BANK OF MAHARASHTRA,2020-06-01,2020,6,June,1210136,86892.92,2543606,134593.87,3753742,221486.79,0.0718042600170559,0.0529145905458628,47700.95,39.37,21.29,165276.79,0.5808,30,0.476,0.646
BANK OF NOVA SCOTIA,2008-06-01,2008,6,June,627,26.272,41,8.991,668,35.263,0.0419011164274322,0.2192926829268292,-17.281,,,35.26,0.0157,84,15.293,2.922
BANK OF NOVA SCOTIA,2008-07-01,2008,7,July,482,20.595,56,9.784,538,30.379,0.0427282157676348,0.1747142857142857,-10.810999999999998,-13.85,,32.82,0.012,84,8.607,2.105
BANK OF NOVA SCOTIA,2008-08-01,2008,8,August,883,35.143,68,8.949,951,44.092,0.0397995469988675,0.1316029411764706,-26.194000000000003,45.14,,36.58,0.017,84,12.985,3.927
BANK OF NOVA SCOTIA,2008-09-01,2008,9,September,627,738.725,85,10.802,712,749.527,1.178189792663477,0.1270823529411764,-727.923,1599.92,,274.67,0.2485,84,7.376,68.388
BANK OF NOVA SCOTIA,2008-10-01,2008,10,October,959,41.552,105,15.096,1064,56.648,0.0433284671532846,0.1437714285714285,-26.456,-92.44,,283.42,0.0156,84,9.133,2.753
BANK OF NOVA SCOTIA,2008-11-01,2008,11,November,783,38.585,135,22.61,918,61.195,0.0492784163473818,0.1674814814814814,-15.975,8.03,,289.12,0.0195,84,5.8,1.707
BANK OF NOVA SCOTIA,2008-12-01,2008,12,December,1319,57.804,165,44.499,1484,102.303,0.0438241091736163,0.2696909090909091,-13.305,67.18,,73.38,0.0267,84,7.994,1.299
BANK OF NOVA SCOTIA,2009-01-01,2009,1,January,986,42.806,170,38.433,1156,81.239,0.0434137931034482,0.2260764705882353,-4.3729999999999976,-20.59,,81.58,0.0217,84,5.8,1.114
BANK OF NOVA SCOTIA,2009-02-01,2009,2,February,957,37.92,181,25.253,1138,63.173,0.0396238244514106,0.1395193370165746,-12.667000000000002,-22.24,,82.24,0.0169,84,5.287,1.502
BANK OF NOVA SCOTIA,2009-03-01,2009,3,March,1188,49.752,226,28.136,1414,77.888,0.0418787878787878,0.1244955752212389,-21.616000000000003,23.29,,74.1,0.0157,84,5.257,1.768
BANK OF NOVA SCOTIA,2009-04-01,2009,4,April,1281,55.789,183,44.554,1464,100.343,0.0435511319281811,0.2434644808743169,-11.235,28.83,,80.47,0.023,84,7.0,1.252
BANK OF NOVA SCOTIA,2009-06-01,2009,6,June,1048,43.73,260,65.389,1308,109.119,0.0417270992366412,0.2514961538461538,21.659,8.75,,95.78,0.0229,84,4.031,0.669
BANK OF NOVA SCOTIA,2009-07-01,2009,7,July,1235,52.81,272,92.873,1507,145.683,0.0427611336032388,0.3414448529411765,40.063,33.51,313.13,118.38,0.0267,84,4.54,0.569
BANK OF NOVA SCOTIA,2009-08-01,2009,8,August,1090,43.02,303,122.216,1393,165.236,0.0394678899082568,0.4033531353135313,79.196,13.42,443.92,140.01,0.0297,84,3.597,0.352
BANK OF NOVA SCOTIA,2009-09-01,2009,9,September,1103,45.942,348,104.571,1451,150.513,0.041651858567543,0.3004913793103448,58.629,-8.91,241.36,153.81,0.0293,84,3.17,0.439
BANK OF NOVA SCOTIA,2009-10-01,2009,10,October,1539,67.863,347,151.096,1886,218.959,0.0440955165692007,0.4354351585014409,83.233,45.48,-70.79,178.24,0.0371,84,4.435,0.449
BANK OF NOVA SCOTIA,2010-01-01,2010,1,January,1010,40.073,325,109.976,1335,150.049,0.0396762376237623,0.3383876923076923,69.90299999999999,-31.47,164.88,173.17,0.0234,84,3.108,0.364
BANK OF NOVA SCOTIA,2010-02-01,2010,2,February,1241,46.247,381,163.335,1622,209.582,0.037265914585012,0.4287007874015748,117.088,39.68,242.48,192.86,0.0295,84,3.257,0.283
BANK OF NOVA SCOTIA,2010-03-01,2010,3,March,1871,73.743,417,110.834,2288,184.577,0.0394136825227151,0.2657889688249401,37.09100000000001,-11.93,80.42,181.4,0.021,84,4.487,0.665
BANK OF NOVA SCOTIA,2010-04-01,2010,4,April,1275,102.552,339,247.778,1614,350.33,0.0804329411764706,0.7309085545722713,145.226,89.8,331.23,248.16,0.0351,84,3.761,0.414
BANK OF NOVA SCOTIA,2010-05-01,2010,5,May,1350,52.492,318,74.491,1668,126.983,0.0388829629629629,0.2342484276729559,21.999,-63.75,101.01,220.63,0.0114,84,4.245,0.705
BANK OF NOVA SCOTIA,2010-06-01,2010,6,June,1487,60.34,373,95.478,1860,155.81799999999998,0.0405783456624075,0.2559731903485254,35.13799999999999,22.71,100.05,211.04,0.0149,84,3.987,0.632
BANK OF NOVA SCOTIA,2010-07-01,2010,7,July,1724,77.725,420,118.696,2144,196.421,0.0450841067285382,0.2826095238095238,40.971,26.06,95.75,159.74,0.0146,84,4.105,0.655
BANK OF NOVA SCOTIA,2010-08-01,2010,8,August,1581,67.475,383,180.48,1964,247.955,0.0426786843769765,0.4712271540469974,113.005,26.24,127.23,200.06,0.0201,84,4.128,0.374
BANK OF NOVA SCOTIA,2010-09-01,2010,9,September,1534,59.716,404,476.218,1938,535.934,0.0389282920469361,1.1787574257425744,416.502,116.14,267.88,326.77,0.0435,84,3.797,0.125
BANK OF NOVA SCOTIA,2010-10-01,2010,10,October,1961,82.787,435,254.311,2396,337.098,0.0422167261601223,0.5846229885057471,171.524,-37.1,104.01,373.66,0.0217,84,4.508,0.326
BANK OF NOVA SCOTIA,2010-11-01,2010,11,November,1812,133.332,479,913.832,2291,1047.164,0.0735827814569536,1.9077912317327763,780.5,210.64,595.73,640.07,0.0677,84,3.783,0.146
BANK OF NOVA SCOTIA,2010-12-01,2010,12,December,2669,392.657,562,1076.886,3231,1469.543,0.1471176470588235,1.9161672597864767,684.229,40.34,571.15,951.27,0.0784,84,4.749,0.365
BANK OF NOVA SCOTIA,2011-01-01,2011,1,January,1635,110.383,477,1311.043,2112,1421.426,0.0675125382262997,2.7485178197064988,1200.66,-3.27,847.31,1312.71,0.0757,84,3.428,0.084
BANK OF NOVA SCOTIA,2011-02-01,2011,2,February,2233,139.476,543,369.296,2776,508.772,0.0624612628750559,0.6801031307550645,229.82,-64.21,142.76,1133.25,0.0281,84,4.112,0.378
BANK OF NOVA SCOTIA,2011-03-01,2011,3,March,3023,207.755,655,709.097,3678,916.852,0.0687247767118756,1.0825908396946564,501.342,80.21,396.73,949.02,0.0305,84,4.615,0.293
BANK OF NOVA SCOTIA,2011-04-01,2011,4,April,2286,151.866,507,720.616,2793,872.482,0.0664330708661417,1.4213333333333331,568.75,-4.84,149.05,766.04,0.0335,84,4.509,0.211
BANK OF NOVA SCOTIA,2011-05-01,2011,5,May,2757,193.879,670,852.136,3427,1046.015,0.070322451940515,1.271844776119403,658.257,19.89,723.74,945.12,0.0457,84,4.115,0.228
BANK OF NOVA SCOTIA,2011-06-01,2011,6,June,2708,175.229,640,1119.165,3348,1294.394,0.0647079025110782,1.7486953125,943.936,23.75,730.71,1070.96,0.049,84,4.231,0.157
BANK OF NOVA SCOTIA,2011-07-01,2011,7,July,2238,200.428,568,1573.932,2806,1774.36,0.089556747095621,2.771007042253521,1373.504,37.08,803.35,1371.59,0.0691,84,3.94,0.127
BANK OF NOVA SCOTIA,2011-08-01,2011,8,August,2256,138.609,624,1595.791,2880,1734.4,0.061440159574468,2.557357371794872,1457.182,-2.25,599.48,1601.05,0.0708,84,3.615,0.087
BANK OF NOVA SCOTIA,2011-09-01,2011,9,September,2362,181.385,640,1219.267,3002,1400.652,0.0767929720575783,1.9051046875,1037.882,-19.24,161.35,1636.47,0.0513,84,3.691,0.149
BANK OF NOVA SCOTIA,2011-10-01,2011,10,October,2304,204.744,646,1630.163,2950,1834.907,0.0888645833333333,2.5234721362229102,1425.419,31.0,444.32,1656.65,0.0646,84,3.567,0.126
BANK OF NOVA SCOTIA,2011-11-01,2011,11,November,2716,232.443,662,535.173,3378,767.616,0.0855828424153166,0.8084184290030212,302.73,-58.17,-26.7,1334.39,0.0282,84,4.103,0.434
BANK OF NOVA SCOTIA,2011-12-01,2011,12,December,3195,248.592,842,689.348,4037,937.94,0.077806572769953,0.8187030878859857,440.756,22.19,-36.17,1180.15,0.0292,84,3.795,0.361
BANK OF NOVA SCOTIA,2012-01-01,2012,1,January,2005,193.88,706,737.604,2711,931.484,0.0966982543640897,1.0447648725212466,543.724,-0.69,-34.47,879.01,0.0273,84,2.84,0.263
BANK OF NOVA SCOTIA,2012-02-01,2012,2,February,2687,223.915,795,2607.807,3482,2831.722,0.0833327130628954,3.2802603773584904,2383.892,204.0,456.58,1567.05,0.0802,84,3.38,0.086
BANK OF NOVA SCOTIA,2012-03-01,2012,3,March,2866,370.199,826,1240.523,3692,1610.722,0.1291692254012561,1.5018438256658595,870.3239999999998,-43.12,75.68,1791.31,0.0335,84,3.47,0.298
BANK OF NOVA SCOTIA,2012-04-01,2012,4,April,2770,366.635,679,931.916,3449,1298.551,0.1323592057761732,1.3724830633284242,565.2810000000001,-19.38,48.83,1913.66,0.0332,84,4.08,0.393
BANK OF NOVA SCOTIA,2012-05-01,2012,5,May,2558,303.614,757,1446.29,3315,1749.904,0.1186919468334636,1.910554821664465,1142.676,34.76,67.29,1553.06,0.0439,84,3.379,0.21
BANK OF NOVA SCOTIA,2012-06-01,2012,6,June,2866,1078.457,756,2122.167,3622,3200.624,0.3762934403349616,2.807099206349206,1043.7099999999998,82.9,147.27,2083.03,0.0773,84,3.791,0.508
BANK OF NOVA SCOTIA,2012-07-01,2012,7,July,2876,250.848,808,2010.926,3684,2261.774,0.087221140472879,2.488769801980198,1760.078,-29.33,27.47,2404.1,0.0536,84,3.559,0.125
BANK OF NOVA SCOTIA,2012-08-01,2012,8,August,3071,236.24,771,1445.937,3842,1682.177,0.0769260827092152,1.8754046692607005,1209.697,-25.63,-3.01,2381.52,0.0399,84,3.983,0.163
BANK OF NOVA SCOTIA,2012-09-01,2012,9,September,2653,228.782,738,1620.013,3391,1848.795,0.0862352054278175,2.195139566395664,1391.231,9.9,32.0,1930.92,0.0407,84,3.595,0.141
BANK OF NOVA SCOTIA,2012-10-01,2012,10,October,3387,305.774,892,2260.026,4279,2565.8,0.0902787127251254,2.5336614349775783,1954.252,38.78,39.83,2032.26,0.0506,84,3.797,0.135
BANK OF NOVA SCOTIA,2012-11-01,2012,11,November,3387,411.113,939,1225.236,4326,1636.3490000000002,0.1213796870386773,1.3048306709265176,814.123,-36.22,113.17,2016.98,0.0355,84,3.607,0.336
BANK OF NOVA SCOTIA,2012-12-01,2012,12,December,3063,476.888,860,3282.403,3923,3759.291,0.1556931113287626,3.816747674418605,2805.515,129.74,300.8,2653.81,0.0705,84,3.562,0.145
BANK OF NOVA SCOTIA,2013-01-01,2013,1,January,2601,274.221,913,3112.626,3514,3386.847,0.1054290657439446,3.4092289156626507,2838.405,-9.91,263.6,2927.5,0.0606,84,2.849,0.088
BANK OF NOVA SCOTIA,2013-02-01,2013,2,February,3064,243.607,775,1881.731,3839,2125.338,0.0795062010443864,2.42804,1638.124,-37.25,-24.95,3090.49,0.0415,84,3.954,0.129
BANK OF NOVA SCOTIA,2013-03-01,2013,3,March,3476,263.932,947,1709.344,4423,1973.276,0.0759298043728423,1.8050095036958815,1445.412,-7.15,22.51,2495.15,0.0274,84,3.671,0.154
BANK OF NOVA SCOTIA,2013-04-01,2013,4,April,3126,336.909,961,2362.605,4087,2699.514,0.1077763915547024,2.4584859521331945,2025.696,36.8,107.89,2266.04,0.0416,84,3.253,0.143
BANK OF NOVA SCOTIA,2013-05-01,2013,5,May,3225,248.114,988,1624.671,4213,1872.785,0.0769345736434108,1.6444038461538462,1376.557,-30.63,7.02,2181.86,0.0284,84,3.264,0.153
BANK OF NOVA SCOTIA,2013-06-01,2013,6,June,3047,338.866,930,1983.665,3977,2322.531,0.1112129963898917,2.13297311827957,1644.799,24.01,-27.44,2298.28,0.0357,84,3.276,0.171
BANK OF NOVA SCOTIA,2013-07-01,2013,7,July,2955,291.159,989,2261.835,3944,2552.994,0.098530964467005,2.2869919110212336,1970.676,9.92,12.88,2249.44,0.0371,84,2.988,0.129
BANK OF NOVA SCOTIA,2013-08-01,2013,8,August,3490,450.535,1031,1896.523,4521,2347.058,0.129093123209169,1.8394985451018429,1445.9879999999998,-8.07,39.53,2407.53,0.0372,84,3.385,0.238
BANK OF NOVA SCOTIA,2013-09-01,2013,9,September,2872,277.465,1042,1101.604,3914,1379.069,0.0966103760445682,1.0572015355086373,824.1390000000001,-41.24,-25.41,2093.04,0.0201,84,2.756,0.252
BANK OF NOVA SCOTIA,2013-10-01,2013,10,October,3935,795.704,1096,1652.027,5031,2447.731,0.2022119440914866,1.507323905109489,856.3230000000001,77.49,-4.6,2057.95,0.0317,84,3.59,0.482
BANK OF NOVA SCOTIA,2013-11-01,2013,11,November,3995,1783.193,1025,2060.554,5020,3843.747,0.446356195244055,2.010296585365854,277.3610000000001,57.03,134.9,2556.85,0.0577,84,3.898,0.865
BANK OF NOVA SCOTIA,2013-12-01,2013,12,December,4316,1337.207,1174,2437.144,5490,3774.351,0.3098255329008341,2.075931856899489,1099.9369999999997,-1.81,0.4,3355.28,0.048,84,3.676,0.549
BANK OF NOVA SCOTIA,2014-01-01,2014,1,January,4149,1850.152,1092,3221.447,5241,5071.599,0.4459272113762352,2.9500430402930404,1371.295,34.37,49.74,4229.9,0.0655,84,3.799,0.574
BANK OF NOVA SCOTIA,2014-02-01,2014,2,February,3676,1227.686,921,1534.409,4597,2762.0950000000003,0.3339733405875952,1.6660249728555918,306.7230000000002,-45.54,29.96,3869.35,0.0378,84,3.991,0.8
BANK OF NOVA SCOTIA,2014-03-01,2014,3,March,4252,1606.11,1107,2791.407,5359,4397.517,0.3777304797742238,2.52159620596206,1185.2970000000005,59.21,122.85,4077.07,0.0414,84,3.841,0.575
BANK OF NOVA SCOTIA,2014-04-01,2014,4,April,4504,1488.529,1117,2902.092,5621,4390.621,0.3304904529307282,2.5981128021486124,1413.563,-0.16,62.64,3850.08,0.052,84,4.032,0.513
BANK OF NOVA SCOTIA,2014-05-01,2014,5,May,4159,1086.32,1031,1885.119,5190,2971.439,0.2611974032219283,1.8284374393792435,798.799,-32.32,58.66,3919.86,0.0345,84,4.034,0.576
BANK OF NOVA SCOTIA,2014-06-01,2014,6,June,3981,854.306,1067,1131.248,5048,1985.554,0.2145958301934187,1.0602136832239926,276.942,-33.18,-14.51,3115.87,0.022,84,3.731,0.755
BANK OF NOVA SCOTIA,2014-07-01,2014,7,July,4532,971.9,1278,1157.409,5810,2129.309,0.2144527802294792,0.9056408450704226,185.50900000000013,7.24,-16.6,2362.1,0.0233,84,3.546,0.84
